dex,name,category,generation,type_1,hp,attack,defense,sp_atk,sp_def,speed,height_m,weight_kgs,bmi,outlier_count,PC1,PC2,PC3,PC4,PC5,cluster
14,Kakuna,Regular,Gen 1,Bug,45,25,50,25,25,35,0.6,10,27.8,0,-3.1286817566206335,0.5442850102723609,0.9730184729217602,-0.7291604122910559,0.17961245954729066,3
15,BeedrillMega Beedrill,Regular,Gen 1,Bug,65,150,40,15,80,145,1.4,40.5,20.7,0,0.3331192886371515,-1.4587717986602426,1.1082428527924952,2.3262646381697794,-1.3262784401787966,1
15,Beedrill,Regular,Gen 1,Bug,65,90,40,45,80,75,1,29.5,29.5,0,-0.7544214188247155,-0.45943387882473935,0.35850521438728894,0.2580064680877562,-0.14305231107403793,3
16,Pidgey,Regular,Gen 1,Normal,40,45,40,35,35,56,0.3,1.8,20,0,-2.817201494801418,-0.19237926730768182,0.7323197638423931,-0.1395505792663678,0.07749114482822023,3
17,Pidgeotto,Regular,Gen 1,Normal,63,60,55,50,50,71,1.1,30,24.8,0,-1.3012642262414729,-0.28273068011831753,0.6682521867821878,-0.03899101037271813,0.08417075732676876,3
18,PidgeotMega Pidgeot,Regular,Gen 1,Normal,83,80,80,135,80,121,2.2,50.5,10.4,0,1.5984756437775538,-1.907200243614584,-0.39453473627572666,0.24335526759406345,0.7235358347387072,1
18,Pidgeot,Regular,Gen 1,Normal,83,80,75,70,70,101,1.5,39.5,17.6,0,0.33050692277467375,-0.8557720888227516,0.26037984321271446,0.30850665047205406,-0.20947352276552614,1
19,Rattata,Regular,Gen 1,Normal,30,56,35,25,35,72,0.3,3.5,38.9,0,-2.888705581801775,-0.1892159572619279,0.7182435630327513,0.5983428506168407,0.04173435490165601,3
19,RattataAlolan Rattata,Regular,Gen 1,Dark,30,56,35,25,35,72,0.3,3.8,42.2,0,-2.8891857615831595,-0.14471144733036972,0.6986421023277064,0.6360091507069705,0.06946259615189794,3
20,Raticate,Regular,Gen 1,Normal,55,81,60,50,70,97,0.7,18.5,37.8,0,-0.8360649110142123,-0.5927246603828064,-0.06068965794593267,0.7855129831848786,-0.2885361877540786,3
20,RaticateAlolan Raticate,Regular,Gen 1,Dark,75,71,70,40,80,77,0.7,25.5,52,0,-0.6313877857990531,0.2025767228119909,-0.20303587234427,0.2523256985986134,-0.3410871445473306,1
21,Spearow,Regular,Gen 1,Normal,40,60,30,31,31,70,0.3,2,22.2,0,-2.746347120080565,-0.4708928240241715,1.0246887684404804,0.45252495278217864,0.012691208279003746,3
22,Fearow,Regular,Gen 1,Normal,65,90,65,61,61,100,1.2,38,26.4,0,-0.26885734333052663,-0.7664637587302905,0.4031986817709693,0.7604519349372473,-0.3003952156978155,1
23,Ekans,Regular,Gen 1,Poison,35,60,44,40,54,55,2,6.9,1.7,0,-1.7993322549513748,-0.45851776240442543,0.954796348841256,-0.7612439737009487,0.047068825650977975,3
24,Arbok,Regular,Gen 1,Poison,60,95,69,65,79,80,3.5,65,5.3,0,0.7305215739906653,-0.6660491597212275,0.8996355592287285,-0.5304165802475451,-0.06930115059435743,1
25,Pikachu,Regular,Gen 1,Electric,35,55,40,50,50,90,0.4,6,37.5,0,-2.1406457349865358,-0.7337169390100642,0.13445735050479157,0.688144535431564,0.3480659673806573,3
25,PikachuPartner Pikachu,Regular,Gen 1,Electric,45,80,50,75,60,120,0.4,6,37.5,0,-0.961866924280355,-1.4046975415528105,-0.24903659745002804,1.4202023612175292,0.18018940079591925,1
26,RaichuAlolan Raichu,Regular,Gen 1,Electric,60,85,50,95,85,110,0.7,21,42.9,0,-0.06963115515127068,-1.340331929046047,-0.7060035575010435,0.9568169949720214,0.5106084770655972,1
26,Raichu,Regular,Gen 1,Electric,60,90,55,90,80,110,0.8,30,46.9,0,-0.008959268605135474,-1.147080250780669,-0.5377081279158837,1.0857564460201785,0.3538911538649342,1
27,Sandshrew,Regular,Gen 1,Ground,50,75,85,20,30,40,0.6,12,33.3,0,-1.9838954472543076,0.9699583623287857,0.864614824337074,-0.10822128094022421,-1.1972859750593545,3
27,SandshrewAlolan Sandshrew,Regular,Gen 1,Ice,50,75,90,10,35,40,0.7,40,81.6,0,-1.8661664599223233,1.837596695548906,0.6001081150035907,0.36660099640363986,-0.9388714309009045,3
28,Sandslash,Regular,Gen 1,Ground,75,100,110,45,55,65,1,29.5,29.5,0,-0.0524489685680177,0.555062920185692,0.33041594307215566,0.15165029230061483,-1.5431291976926036,1
28,SandslashAlolan Sandslash,Regular,Gen 1,Ice,75,100,120,25,65,65,1.2,55,38.2,0,0.1276245117816811,1.0426283706533501,0.2689212448282497,0.09889182670855931,-1.8208359335760054,1
29,Nidoranâ,Regular,Gen 1,Poison,55,47,52,40,40,41,0.4,7,43.8,0,-2.373099887174834,0.5004396848226149,0.5238368216982167,-0.30264407303712815,0.11520993067840586,3
30,Nidorina,Regular,Gen 1,Poison,70,62,67,55,55,56,0.8,20,31.3,0,-1.1502647792854137,0.12299535702312131,0.3247656401988263,-0.29851922094259276,-0.13808410365532292,3
31,Nidoqueen,Regular,Gen 1,Poison,90,92,87,75,85,76,1.3,60,35.5,0,0.7795078255003379,-0.060549608792170695,-0.18146881527301242,-0.023229723840247414,-0.40465262757323406,1
32,Nidoranâ,Regular,Gen 1,Poison,46,57,40,40,40,50,0.5,9,36,0,-2.426411376695536,0.09267681838827285,0.7037797860513576,-0.03942806293536137,0.14919452405528016,3
33,Nidorino,Regular,Gen 1,Poison,61,72,57,55,55,65,0.9,19.5,24.1,0,-1.1878683990455194,-0.2614993651844124,0.4731659695691637,-0.03617008157012502,-0.14088545793308496,3
34,Nidoking,Regular,Gen 1,Poison,81,102,77,85,75,85,1.4,62,31.6,0,0.721275023305174,-0.4811697382951796,0.07686716110302363,0.3626315632183501,-0.2369621548270417,1
35,Clefairy,Regular,Gen 1,Fairy,70,45,48,60,65,35,0.6,7.5,20.8,0,-1.647758551987016,0.03625906154581576,0.1628721925710059,-1.0605724637968375,0.33783925212605453,3
36,Clefable,Regular,Gen 1,Fairy,95,70,73,95,90,60,1.3,40,23.7,0,0.5270664518479474,-0.3529211613973774,-0.375757912234915,-0.8081368772213005,0.2802499126046603,1
37,Vulpix,Regular,Gen 1,Fire,38,41,40,50,65,65,0.6,9.9,27.5,0,-2.1677948398392792,-0.4391318249650912,-0.07280369817422336,-0.32159664015889156,0.49309410153537614,3
37,VulpixAlolan Vulpix,Regular,Gen 1,Ice,38,41,40,50,65,65,0.6,9.9,27.5,0,-2.1677948398392792,-0.4391318249650912,-0.07280369817422336,-0.32159664015889156,0.49309410153537614,3
38,Ninetales,Regular,Gen 1,Fire,73,76,75,81,100,100,1.1,19.9,16.4,0,0.4339742886147514,-1.0948767308787415,-0.8007684718377054,-0.002989658652884697,-0.14103029603356598,1
38,NinetalesAlolan Ninetales,Regular,Gen 1,Ice,73,67,75,81,100,109,1.1,19.9,16.4,0,0.3908097871148307,-1.2494733291541267,-0.879215542249013,0.06509802027988043,0.0042244505212107875,1
39,Jigglypuff,Regular,Gen 1,Normal,115,45,20,45,25,20,0.5,5.5,22,0,-2.101125645731577,0.31431636284810316,1.904149960912926,-0.8539730631004077,0.6069057148438123,3
40,Wigglytuff,Regular,Gen 1,Normal,140,70,45,85,50,45,1,12,12,0,-0.013192243098171802,-0.3693898660134033,1.2674772625656658,-0.7128802112417554,0.40825660733395386,1
41,Zubat,Regular,Gen 1,Poison,40,45,35,30,40,55,0.8,7.5,11.7,0,-2.6863192107638647,-0.2818702592976104,0.9556077385796512,-0.3878200873013319,0.14122399759337723,3
42,Golbat,Regular,Gen 1,Poison,75,80,70,65,75,90,1.6,55,21.5,0,0.15914548796151295,-0.59923116861533,0.2490080392331881,0.09520833690107564,-0.11480976754098846,1
43,Oddish,Regular,Gen 1,Grass,45,50,55,75,65,30,0.5,5.4,21.6,0,-1.8138802379194952,-0.00287940806701939,-0.2894736717524279,-1.0806953729735205,0.31435241402826053,3
44,Gloom,Regular,Gen 1,Grass,60,65,70,85,75,40,0.8,8.6,13.4,0,-0.8078146043167299,-0.2028667626499468,-0.4009123215541627,-1.046756376988669,-0.02245411423425514,3
45,Vileplume,Regular,Gen 1,Grass,75,80,85,110,90,50,1.2,18.6,12.9,0,0.46775133147527237,-0.4471728363358802,-0.7683007029785117,-1.0254090555426405,-0.05430787421182609,1
46,Paras,Regular,Gen 1,Bug,35,70,55,45,55,25,0.3,5.4,60,0,-2.2848796638987623,0.8980379331617536,-0.025904084842474487,-0.2702479824784654,-0.1282500019981452,3
47,Parasect,Regular,Gen 1,Bug,60,95,80,60,80,30,1,29.5,29.5,0,-0.47251120668879704,0.5989465863706551,-0.1406007429949243,-0.7722893550598127,-0.7787291095195633,1
48,Venonat,Regular,Gen 1,Bug,60,55,50,40,55,45,1,30,30,0,-1.7280840004565778,0.271907275649059,0.639989648873987,-0.5633469320376916,0.09991812243320235,3
49,Venomoth,Regular,Gen 1,Bug,70,65,60,90,75,90,1.5,12.5,5.6,0,-0.11355853605879837,-1.306388864267631,-0.06917952026619315,-0.25298272829553403,0.3719746605314583,1
50,Diglett,Regular,Gen 1,Ground,10,55,25,35,45,95,0.2,0.8,20,0,-2.961848156797999,-1.1197043885623614,0.3444015042430285,0.812001381734854,0.213814606199961,3
50,DiglettAlolan Diglett,Regular,Gen 1,Ground,10,55,30,35,45,90,0.2,1,25,0,-2.9407387105984433,-0.9105998209746397,0.27034698555187436,0.74732815046727,0.1602764052633206,3
51,Dugtrio,Regular,Gen 1,Ground,35,100,50,50,70,120,0.7,33.3,68,0,-0.8364893047834134,-0.7070249257441907,-0.21046992254729568,1.9160704620766382,-0.08636321870069341,1
51,DugtrioAlolan Dugtrio,Regular,Gen 1,Ground,35,100,60,50,70,110,0.7,66.6,135.9,1,-0.7189913452315121,0.5684939145222911,-0.6354670402625423,2.4465033237207088,0.36176738870100106,2
52,Meowth,Regular,Gen 1,Normal,40,45,35,40,40,90,0.4,4.2,26.3,0,-2.4760445054371765,-0.808886798970846,0.5537241275878001,0.5643289265062853,0.3540785110100324,3
52,MeowthAlolan Meowth,Regular,Gen 1,Dark,40,35,35,50,40,90,0.4,4.2,26.3,0,-2.4933605062699287,-0.9112709819949931,0.3901630884180739,0.41786156685622633,0.6400273247152447,3
52,MeowthGalarian Meowth,Regular,Gen 1,Steel,50,65,55,40,40,40,0.4,7.5,46.9,0,-2.2056740883397996,0.5800890912928248,0.5476968280247174,-0.05954522007036128,-0.1819032291402592,3
53,PersianAlolan Persian,Regular,Gen 1,Dark,65,60,60,75,65,115,1.1,33,27.3,0,-0.4320324312657695,-1.231686527115781,-0.04789953159283486,0.6664450491651135,0.4206991512255924,1
53,Persian,Regular,Gen 1,Normal,65,70,60,65,65,115,1,32,32,0,-0.4522820767705675,-1.0697628076556824,0.05151623549656368,0.8884967254778076,0.1509683950998414,1
54,Psyduck,Regular,Gen 1,Water,50,52,48,65,50,55,0.8,19.6,30.6,0,-1.7745255770954276,-0.21623757569960506,0.30053300352125284,-0.3149332518801364,0.4724986947369205,3
55,Golduck,Regular,Gen 1,Water,80,82,78,95,80,85,1.7,76.6,26.5,0,0.7887994305646524,-0.6088602089346244,-0.11840725094498358,-0.09116315804445023,0.23358931131811844,1
56,Mankey,Regular,Gen 1,Fighting,40,80,35,35,45,70,0.5,28,112,0,-2.117531546391337,0.7753311570830961,0.32708712623322733,1.5188823185279696,0.5188452113584932,3
57,Primeape,Regular,Gen 1,Fighting,65,105,60,60,70,95,1,32,32,0,-0.16234564285384487,-0.6855007385887623,0.2623288577874703,0.8873828104715233,-0.4638821698216001,1
58,GrowlitheHisuian Growlithe,Regular,Gen 1,Fire,60,75,45,65,50,55,0.8,22.7,35.5,0,-1.370425266524538,-0.1596154055598205,0.5537640624868791,0.03258962942110959,0.23320529960230096,3
58,Growlithe,Regular,Gen 1,Fire,55,70,45,70,50,60,0.7,19,38.8,0,-1.4655834444802887,-0.27434247447457843,0.3531658630709133,0.12937586022897202,0.37931929984712986,3
59,ArcanineHisuian Arcanine,Regular,Gen 1,Fire,95,115,80,95,80,90,2,168,42,0,1.8465837413260213,-0.1905851240682083,0.4285598276055798,0.5115917837733085,0.12938661029249066,1
59,Arcanine,Regular,Gen 1,Fire,90,110,80,100,80,95,1.9,155,42.9,0,1.7242680956738543,-0.36280456691858165,0.22019045010850574,0.5813435322211239,0.2327577384860878,1
60,Poliwag,Regular,Gen 1,Water,40,50,40,40,40,90,0.6,12.4,34.4,0,-2.270465980305307,-0.6244777782991413,0.5676509126298104,0.6575688817802837,0.3169798917417624,3
61,Poliwhirl,Regular,Gen 1,Water,65,65,65,50,50,90,1,20,20,0,-1.01555204672309,-0.5890793440549446,0.5424259515233182,0.33895407072516615,-0.2274035757912995,3
62,Poliwrath,Regular,Gen 1,Water,90,95,95,70,90,70,1.3,54,32,0,0.862998026648934,0.11245585527184218,-0.2911118376001699,-0.22120930995366028,-0.7108947702084492,1
63,Abra,Regular,Gen 1,Psychic,25,20,15,105,55,90,0.9,19.5,24.1,0,-2.170089497425946,-1.7482443500819491,-0.28534602108877727,-0.06072930406197838,2.086549125802802,3
64,Kadabra,Regular,Gen 1,Psychic,40,35,30,120,70,105,1.3,56.5,33.4,0,-0.8837385967653737,-1.7707744148975202,-0.560503362326469,0.19135057917578163,2.0711654691234815,3
65,Alakazam,Regular,Gen 1,Psychic,55,50,45,135,95,120,1.5,48,21.3,0,0.33859437220445315,-2.2196306640601287,-1.101754946977403,0.14102876017755445,1.7279541262023579,1
65,AlakazamMega Alakazam,Regular,Gen 1,Psychic,55,50,65,175,105,150,1.2,48,33.3,0,1.230789988054529,-2.7926963437015386,-2.169510422485984,0.7043905859939077,1.9972110114354966,1
66,Machop,Regular,Gen 1,Fighting,70,80,50,35,35,35,0.8,19.5,30.5,0,-1.752856666271086,0.5263617290704137,1.3167122309212769,-0.19605184043348456,-0.4119915258114754,3
67,Machoke,Regular,Gen 1,Fighting,80,100,70,50,60,45,1.5,70.5,31.3,0,-0.18770461150610648,0.5435176209110107,0.9472293220742236,-0.260115619500511,-0.573718892502658,1
68,Machamp,Regular,Gen 1,Fighting,90,130,80,65,85,55,1.6,130,50.8,0,1.2027133968726473,0.7193147956888187,0.4612051073089085,0.1881394978448258,-0.6513268791316706,1
69,Bellsprout,Regular,Gen 1,Grass,50,75,35,70,30,40,0.7,4,8.2,0,-2.037860030430814,-0.46129635518853046,1.0879939248416526,-0.3094363880773686,0.1692741091442716,3
70,Weepinbell,Regular,Gen 1,Grass,65,90,50,85,45,55,1,6.4,6.4,0,-0.8841918165412869,-0.7263519345520845,0.7645319522715693,-0.1608417795573869,-0.04260790084677177,3
71,Victreebel,Regular,Gen 1,Grass,80,105,65,100,70,70,1.7,15.5,5.4,0,0.5495703643853396,-0.980126189810445,0.36141917053751416,-0.1945336644210128,-0.1526796663968011,1
71,VictreebelMega Victreebel,Regular,Gen 1,Grass,80,125,85,135,95,70,4.5,125.5,6.2,0,2.9557530230449593,-0.8572779885726782,0.5568350617201864,-0.9440650478023431,0.5057710493788738,4
72,Tentacool,Regular,Gen 1,Water,40,40,35,50,100,70,0.9,45.5,56.2,0,-1.5233352278543508,-0.16020006571890114,-0.7865187233023445,-0.3180263408716113,0.9846945235262277,3
73,Tentacruel,Regular,Gen 1,Water,80,70,65,80,120,100,1.6,55,21.5,0,0.8691190245126287,-1.0509645806374805,-0.8835953078455983,-0.3105668718951342,0.3406292581971154,1
74,Geodude,Regular,Gen 1,Rock,40,80,100,30,30,20,0.4,20,125,1,-2.0236185861048437,2.594177218884615,-0.02394328751581265,0.577642245307788,-0.697799041497226,2
74,GeodudeAlolan Geodude,Regular,Gen 1,Rock,40,80,100,30,30,20,0.4,20.3,126.9,1,-2.0235095741215927,2.620153136148308,-0.03492029332683855,0.5993238692356799,-0.6815179038444693,2
75,Graveler,Regular,Gen 1,Rock,55,95,115,45,45,35,1,105,105,0,-0.514438281375465,2.3164594487762056,0.06334748498926784,0.4495234182871443,-0.7939778563346733,2
75,GravelerAlolan Graveler,Regular,Gen 1,Rock,55,95,115,45,45,35,1,110,110,0,-0.5013987147091828,2.3964658285450744,0.0446727194534845,0.5064137949474773,-0.7406656306455902,2
76,GolemAlolan Golem,Regular,Gen 1,Rock,80,120,130,55,65,45,1.7,316,109.3,1,1.6514257153403569,2.8578090227103714,0.4457063947604507,0.5393791703142676,-0.580039859722731,2
76,Golem,Regular,Gen 1,Rock,80,120,130,55,65,45,1.4,300,153.1,2,1.4868555541739916,3.3935331209890656,0.038779094644923795,1.1057497639335623,-0.32086081405266376,2
77,Ponyta,Regular,Gen 1,Fire,50,85,55,65,65,90,1,30,30,0,-0.7495398753959562,-0.7571004301100885,0.1275414979626095,0.591679146784404,-0.039640306253591356,3
77,PonytaGalarian Ponyta,Regular,Gen 1,Psychic,50,85,55,65,65,90,0.8,24,37.5,0,-0.8359866090510364,-0.674233572051482,0.0012540838895524382,0.7213124930247647,-0.03268331624970747,3
78,RapidashGalarian Rapidash,Regular,Gen 1,Psychic,65,100,70,80,80,105,1.7,80,27.7,0,0.6787434820632364,-0.8974966625593421,0.05367287882657801,0.64515463962865,-0.058377453565371835,1
78,Rapidash,Regular,Gen 1,Fire,65,100,70,80,80,105,1.7,95,32.9,0,0.7219865244145305,-0.787177671927795,0.058019766477361026,0.703933036473984,0.02142949831948114,1
79,Slowpoke,Regular,Gen 1,Water,90,65,65,40,40,15,1.2,36,25,0,-1.2925683384848727,0.9957954515058653,1.3267751697475012,-1.100725363301621,-0.3316689543438178,3
79,SlowpokeGalarian Slowpoke,Regular,Gen 1,Psychic,90,65,65,40,40,15,1.2,36,25,0,-1.2925683384848727,0.9957954515058653,1.3267751697475012,-1.100725363301621,-0.3316689543438178,3
80,SlowbroGalarian Slowbro,Regular,Gen 1,Poison,95,100,95,100,70,30,1.6,70.5,27.5,0,0.909998317941421,0.5242328570889119,0.1901406263673162,-0.9461321511869503,-0.3590300656917603,1
80,SlowbroMega Slowbro,Regular,Gen 1,Water,95,75,180,130,80,30,2,120,30,0,2.327385429027781,1.3137471138720374,-1.1797757365278263,-1.8179110701751013,-0.8613188378872949,1
80,Slowbro,Regular,Gen 1,Water,95,75,110,100,80,30,1.6,78.5,30.7,0,0.9382610075007819,0.7425207724481766,-0.3598907903874945,-1.3940932569256157,-0.2069858779793119,1
81,Magnemite,Regular,Gen 1,Electric,25,35,70,95,55,45,0.3,6,66.7,0,-2.0256073019375447,0.27294430127964514,-1.0832502022603814,-0.36652211313731486,0.8908879796891885,3
82,Magneton,Regular,Gen 1,Electric,50,60,95,120,70,70,1,60,60,0,-0.014616206455166104,-0.06223045935546201,-1.19072091768689,-0.10322311561342093,0.6715355096716442,1
83,Farfetch'd,Regular,Gen 1,Normal,52,90,55,58,62,60,0.8,15,23.4,0,-1.0945513781734564,-0.283758086757127,0.31697446411306157,0.05202478403555302,-0.3775289123481407,3
83,Farfetch'dGalarian Farfetch'd,Regular,Gen 1,Fighting,52,95,55,58,62,55,0.8,42,65.6,0,-1.0065543787233646,0.43533094057346877,0.16607549715454112,0.494954242323953,-0.04605713598800079,3
84,Doduo,Regular,Gen 1,Normal,35,85,45,35,35,75,1.4,39.2,20,0,-1.745245081118309,-0.38151158520421724,1.3051353114052484,0.5103263876340035,-0.2745073309735454,3
85,Dodrio,Regular,Gen 1,Normal,60,110,70,60,60,110,1.8,85.2,26.3,0,0.3407161515976976,-0.757426046780433,0.7564011296328077,1.0888140808379436,-0.4544676737431514,1
86,Seel,Regular,Gen 1,Water,65,45,55,45,70,45,1.1,90,74.4,0,-1.2700929274563846,1.014880003812649,0.08863146222584939,-0.4013626413146693,0.7613017437232101,3
87,Dewgong,Regular,Gen 1,Water,90,70,80,70,95,70,1.7,120,41.5,0,0.7765776419699054,0.24923067304832078,-0.1704520697897194,-0.5180022104835326,0.2480477022752175,1
88,Grimer,Regular,Gen 1,Poison,80,80,50,40,50,25,0.9,30,37,0,-1.3621405116858578,0.7572664021304606,1.0664241926952378,-0.5290508290785526,-0.25510845392020287,3
88,GrimerAlolan Grimer,Regular,Gen 1,Poison,80,80,50,40,50,25,0.7,42,85.7,0,-1.411408554584852,1.4352014772816217,0.7299880844496158,0.0702767923989488,0.13346740817985003,3
89,Muk,Regular,Gen 1,Poison,105,105,75,65,100,50,1.2,30,20.8,0,0.8137182663923582,0.08637222239341125,-0.021692121615595972,-0.6472535243010746,-0.7662924166398244,1
89,MukAlolan Muk,Regular,Gen 1,Poison,105,105,75,65,100,50,1,52,52,0,0.8021027664884095,0.5603655582492375,-0.2260688255145532,-0.2481298598325798,-0.4959459238264936,1
90,Shellder,Regular,Gen 1,Water,30,65,100,45,25,40,0.3,4,44.4,0,-2.171888847362176,0.9707474557659787,0.13174820383483068,-0.06293849416728836,-0.964645851396539,3
91,Cloyster,Regular,Gen 1,Water,50,95,180,85,45,70,1.5,132.5,58.9,0,1.1041989750652088,1.4705524257975144,-0.642492464278249,0.21145228138321973,-1.5664704869097006,2
92,Gastly,Regular,Gen 1,Ghost,30,35,30,100,35,80,1.3,0.1,0.1,0,-2.0376367943614384,-1.684997600403261,0.4421912755392584,-0.2833994850170759,1.3522647876107183,3
93,Haunter,Regular,Gen 1,Ghost,45,50,45,115,55,95,1.6,0.1,0,0,-0.8270018616451998,-1.9429092140298345,-0.008583158200926366,-0.16711394472011648,1.1481720595543916,3
94,Gengar,Regular,Gen 1,Ghost,60,65,60,130,75,110,1.5,40.5,18,0,0.3681422295638896,-1.849091407651287,-0.6039399441342791,0.24176048203047784,1.1136038600445515,1
94,GengarMega Gengar,Regular,Gen 1,Ghost,60,65,80,170,95,130,1.4,40.5,20.7,0,1.3868263649248185,-2.3893396435920446,-1.7494705689235563,0.34712134316693644,1.333530533982227,1
95,Onix,Regular,Gen 1,Rock,35,45,160,30,45,70,8.8,210,2.7,1,2.102322699725175,1.261914789103414,2.5728536593156943,-2.4747370124664636,-0.05084123481163544,4
96,Drowzee,Regular,Gen 1,Psychic,60,48,45,43,90,42,1,32.4,32.4,0,-1.4010882472252837,0.21574490647257516,-0.1605761229190247,-1.035973137417661,0.3548156215587855,3
97,Hypno,Regular,Gen 1,Psychic,85,73,70,73,115,67,1.6,75.6,29.5,0,0.7244815356388357,-0.16841793096961047,-0.621372866258426,-0.8194535222402364,0.18817384489163252,1
98,Krabby,Regular,Gen 1,Water,30,105,90,25,25,50,0.4,6.5,40.6,0,-1.8999304816457463,0.8437564768713953,0.7400338484295373,0.6656799699725542,-1.649724609867677,3
99,Kingler,Regular,Gen 1,Water,55,130,115,50,50,75,1.3,60,35.5,0,0.30389303315124017,0.5107374674889456,0.464988640578234,0.799875187888787,-1.8180755437386813,1
100,Voltorb,Regular,Gen 1,Electric,40,30,50,55,55,100,0.5,10.4,41.6,0,-2.0133289558392353,-0.7757768354505532,-0.25593546763717845,0.48755143412193036,0.6891804908229885,3
100,VoltorbHisuian Voltorb,Regular,Gen 1,Electric,40,30,50,55,55,100,0.5,13,52,0,-2.009831021004309,-0.6309427873926339,-0.3136968801253205,0.6061919114606287,0.7806795682244437,3
101,Electrode,Regular,Gen 1,Electric,60,50,70,80,80,150,1.2,66.6,46.3,0,0.11394139345087229,-1.4702976600431652,-0.7283673137284337,1.2516151590311544,0.761366711988433,1
101,ElectrodeHisuian Electrode,Regular,Gen 1,Electric,60,50,70,80,80,150,1.2,71,49.3,0,0.12600540388183598,-1.4184206385144262,-0.7361766525059041,1.2856940143300095,0.796834366997341,1
102,Exeggcute,Regular,Gen 1,Grass,60,40,80,60,45,40,0.4,2.5,15.6,0,-1.7882377985773634,0.23806993238934643,0.07715486713800349,-0.9397596947443664,-0.2452056318805153,3
103,ExeggutorAlolan Exeggutor,Regular,Gen 1,Grass,95,105,85,125,75,45,10.9,415.6,3.5,2,5.3671877600657005,0.5102780513028851,3.976264591457629,-2.9547689235736887,2.601068694956546,4
103,Exeggutor,Regular,Gen 1,Grass,95,95,85,125,75,55,2,120,30,0,1.5150314375868312,-0.11940893180846372,0.09270545265915989,-0.6173664313596225,0.4887205409984221,1
104,Cubone,Regular,Gen 1,Ground,50,50,95,40,50,35,0.4,6.5,40.6,0,-1.8223352054933,1.010800498577898,-0.1614836255828387,-0.6867621800757486,-0.7285404511325012,3
