dex,name,variant,display_name,sprite_png,sprite_avif,gif_url,gif_url_shiny,showdown_gif,showdown_gif_shiny,local_filename,local_gif_path
0009,Blastoise,NA,Blastoise,https://img.pokemondb.net/sprites/scarlet-violet/icon/blastoise.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blastoise.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/blastoise.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/blastoise.gif,https://play.pokemonshowdown.com/sprites/ani/blastoise.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/blastoise.gif,blastoise.gif,assets/sprites/gif/blastoise.gif
0009,Blastoise,Mega Blastoise,Blastoise (Mega Blastoise),https://img.pokemondb.net/sprites/scarlet-violet/icon/blastoise-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/blastoise-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/blastoise-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/blastoise-mega.gif,https://play.pokemonshowdown.com/sprites/ani/blastoise-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/blastoise-mega.gif,blastoise-mega-blastoise.gif,assets/sprites/gif/blastoise-mega-blastoise.gif
0010,Caterpie,NA,Caterpie,https://img.pokemondb.net/sprites/scarlet-violet/icon/caterpie.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/caterpie.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/caterpie.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/caterpie.gif,https://play.pokemonshowdown.com/sprites/ani/caterpie.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/caterpie.gif,caterpie.gif,assets/sprites/gif/caterpie.gif
0011,Metapod,NA,Metapod,https://img.pokemondb.net/sprites/scarlet-violet/icon/metapod.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metapod.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/metapod.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/metapod.gif,https://play.pokemonshowdown.com/sprites/ani/metapod.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/metapod.gif,metapod.gif,assets/sprites/gif/metapod.gif
0012,Butterfree,NA,Butterfree,https://img.pokemondb.net/sprites/scarlet-violet/icon/butterfree.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/butterfree.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/butterfree.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/butterfree.gif,https://play.pokemonshowdown.com/sprites/ani/butterfree.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/butterfree.gif,butterfree.gif,assets/sprites/gif/butterfree.gif
0013,Weedle,NA,Weedle,https://img.pokemondb.net/sprites/scarlet-violet/icon/weedle.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weedle.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/weedle.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/weedle.gif,https://play.pokemonshowdown.com/sprites/ani/weedle.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/weedle.gif,weedle.gif,assets/sprites/gif/weedle.gif
0014,Kakuna,NA,Kakuna,https://img.pokemondb.net/sprites/scarlet-violet/icon/kakuna.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kakuna.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/kakuna.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/kakuna.gif,https://play.pokemonshowdown.com/sprites/ani/kakuna.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/kakuna.gif,kakuna.gif,assets/sprites/gif/kakuna.gif
0015,Beedrill,NA,Beedrill,https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beedrill.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/beedrill.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/beedrill.gif,https://play.pokemonshowdown.com/sprites/ani/beedrill.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/beedrill.gif,beedrill.gif,assets/sprites/gif/beedrill.gif
0015,Beedrill,Mega Beedrill,Beedrill (Mega Beedrill),https://img.pokemondb.net/sprites/scarlet-violet/icon/beedrill-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beedrill-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/beedrill-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/beedrill-mega.gif,https://play.pokemonshowdown.com/sprites/ani/beedrill-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/beedrill-mega.gif,beedrill-mega-beedrill.gif,assets/sprites/gif/beedrill-mega-beedrill.gif
0016,Pidgey,NA,Pidgey,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgey.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidgey.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pidgey.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pidgey.gif,https://play.pokemonshowdown.com/sprites/ani/pidgey.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pidgey.gif,pidgey.gif,assets/sprites/gif/pidgey.gif
0017,Pidgeotto,NA,Pidgeotto,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeotto.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidgeotto.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pidgeotto.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pidgeotto.gif,https://play.pokemonshowdown.com/sprites/ani/pidgeotto.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pidgeotto.gif,pidgeotto.gif,assets/sprites/gif/pidgeotto.gif
0018,Pidgeot,NA,Pidgeot,https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidgeot.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pidgeot.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pidgeot.gif,https://play.pokemonshowdown.com/sprites/ani/pidgeot.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pidgeot.gif,pidgeot.gif,assets/sprites/gif/pidgeot.gif
0018,Pidgeot,Mega Pidgeot,Pidgeot (Mega Pidgeot),https://img.pokemondb.net/sprites/scarlet-violet/icon/pidgeot-mega.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pidgeot-mega.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pidgeot-mega.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pidgeot-mega.gif,https://play.pokemonshowdown.com/sprites/ani/pidgeot-mega.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pidgeot-mega.gif,pidgeot-mega-pidgeot.gif,assets/sprites/gif/pidgeot-mega-pidgeot.gif
0019,Rattata,NA,Rattata,https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rattata.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/rattata.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/rattata.gif,https://play.pokemonshowdown.com/sprites/ani/rattata.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/rattata.gif,rattata.gif,assets/sprites/gif/rattata.gif
0019,Rattata,Alolan Rattata,Rattata (Alolan Rattata),https://img.pokemondb.net/sprites/scarlet-violet/icon/rattata-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rattata-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/rattata-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/rattata-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/rattata-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/rattata-alola.gif,rattata-alolan-rattata.gif,assets/sprites/gif/rattata-alolan-rattata.gif
0020,Raticate,NA,Raticate,https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raticate.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/raticate.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/raticate.gif,https://play.pokemonshowdown.com/sprites/ani/raticate.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/raticate.gif,raticate.gif,assets/sprites/gif/raticate.gif
0020,Raticate,Alolan Raticate,Raticate (Alolan Raticate),https://img.pokemondb.net/sprites/scarlet-violet/icon/raticate-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raticate-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/raticate-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/raticate-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/raticate-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/raticate-alola.gif,raticate-alolan-raticate.gif,assets/sprites/gif/raticate-alolan-raticate.gif
0021,Spearow,NA,Spearow,https://img.pokemondb.net/sprites/scarlet-violet/icon/spearow.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spearow.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/spearow.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/spearow.gif,https://play.pokemonshowdown.com/sprites/ani/spearow.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/spearow.gif,spearow.gif,assets/sprites/gif/spearow.gif
0022,Fearow,NA,Fearow,https://img.pokemondb.net/sprites/scarlet-violet/icon/fearow.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/fearow.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/fearow.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/fearow.gif,https://play.pokemonshowdown.com/sprites/ani/fearow.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/fearow.gif,fearow.gif,assets/sprites/gif/fearow.gif
0023,Ekans,NA,Ekans,https://img.pokemondb.net/sprites/scarlet-violet/icon/ekans.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ekans.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/ekans.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/ekans.gif,https://play.pokemonshowdown.com/sprites/ani/ekans.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/ekans.gif,ekans.gif,assets/sprites/gif/ekans.gif
0024,Arbok,NA,Arbok,https://img.pokemondb.net/sprites/scarlet-violet/icon/arbok.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arbok.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/arbok.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/arbok.gif,https://play.pokemonshowdown.com/sprites/ani/arbok.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/arbok.gif,arbok.gif,assets/sprites/gif/arbok.gif
0025,Pikachu,NA,Pikachu,https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pikachu.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pikachu.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pikachu.gif,https://play.pokemonshowdown.com/sprites/ani/pikachu.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pikachu.gif,pikachu.gif,assets/sprites/gif/pikachu.gif
0025,Pikachu,Partner Pikachu,Pikachu (Partner Pikachu),https://img.pokemondb.net/sprites/scarlet-violet/icon/pikachu-lets-go.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pikachu-lets-go.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/pikachu.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/pikachu.gif,https://play.pokemonshowdown.com/sprites/ani/pikachu.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/pikachu.gif,pikachu-partner-pikachu.gif,assets/sprites/gif/pikachu-partner-pikachu.gif
0026,Raichu,NA,Raichu,https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raichu.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/raichu.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/raichu.gif,https://play.pokemonshowdown.com/sprites/ani/raichu.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/raichu.gif,raichu.gif,assets/sprites/gif/raichu.gif
0026,Raichu,Alolan Raichu,Raichu (Alolan Raichu),https://img.pokemondb.net/sprites/scarlet-violet/icon/raichu-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/raichu-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/raichu-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/raichu-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/raichu-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/raichu-alola.gif,raichu-alolan-raichu.gif,assets/sprites/gif/raichu-alolan-raichu.gif
0027,Sandshrew,NA,Sandshrew,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandshrew.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sandshrew.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sandshrew.gif,https://play.pokemonshowdown.com/sprites/ani/sandshrew.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sandshrew.gif,sandshrew.gif,assets/sprites/gif/sandshrew.gif
0027,Sandshrew,Alolan Sandshrew,Sandshrew (Alolan Sandshrew),https://img.pokemondb.net/sprites/scarlet-violet/icon/sandshrew-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandshrew-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sandshrew-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sandshrew-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/sandshrew-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sandshrew-alola.gif,sandshrew-alolan-sandshrew.gif,assets/sprites/gif/sandshrew-alolan-sandshrew.gif
0028,Sandslash,NA,Sandslash,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandslash.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sandslash.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sandslash.gif,https://play.pokemonshowdown.com/sprites/ani/sandslash.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sandslash.gif,sandslash.gif,assets/sprites/gif/sandslash.gif
0028,Sandslash,Alolan Sandslash,Sandslash (Alolan Sandslash),https://img.pokemondb.net/sprites/scarlet-violet/icon/sandslash-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sandslash-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/sandslash-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/sandslash-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/sandslash-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/sandslash-alola.gif,sandslash-alolan-sandslash.gif,assets/sprites/gif/sandslash-alolan-sandslash.gif
0029,Nidoranâ,NA,Nidoranâ,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-f.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidoran-f.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidoranâ.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidoranâ.gif,https://play.pokemonshowdown.com/sprites/ani/nidoranâ.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidoranâ.gif,nidoran.gif,assets/sprites/gif/nidoran.gif
0030,Nidorina,NA,Nidorina,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorina.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidorina.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidorina.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidorina.gif,https://play.pokemonshowdown.com/sprites/ani/nidorina.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidorina.gif,nidorina.gif,assets/sprites/gif/nidorina.gif
0031,Nidoqueen,NA,Nidoqueen,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoqueen.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidoqueen.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidoqueen.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidoqueen.gif,https://play.pokemonshowdown.com/sprites/ani/nidoqueen.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidoqueen.gif,nidoqueen.gif,assets/sprites/gif/nidoqueen.gif
0032,Nidoranâ,NA,Nidoranâ,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoran-m.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidoran-m.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidoranâ.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidoranâ.gif,https://play.pokemonshowdown.com/sprites/ani/nidoranâ.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidoranâ.gif,nidoran.gif,assets/sprites/gif/nidoran.gif
0033,Nidorino,NA,Nidorino,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidorino.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidorino.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidorino.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidorino.gif,https://play.pokemonshowdown.com/sprites/ani/nidorino.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidorino.gif,nidorino.gif,assets/sprites/gif/nidorino.gif
0034,Nidoking,NA,Nidoking,https://img.pokemondb.net/sprites/scarlet-violet/icon/nidoking.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/nidoking.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/nidoking.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/nidoking.gif,https://play.pokemonshowdown.com/sprites/ani/nidoking.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/nidoking.gif,nidoking.gif,assets/sprites/gif/nidoking.gif
0035,Clefairy,NA,Clefairy,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefairy.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clefairy.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/clefairy.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/clefairy.gif,https://play.pokemonshowdown.com/sprites/ani/clefairy.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/clefairy.gif,clefairy.gif,assets/sprites/gif/clefairy.gif
0036,Clefable,NA,Clefable,https://img.pokemondb.net/sprites/scarlet-violet/icon/clefable.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clefable.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/clefable.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/clefable.gif,https://play.pokemonshowdown.com/sprites/ani/clefable.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/clefable.gif,clefable.gif,assets/sprites/gif/clefable.gif
0037,Vulpix,NA,Vulpix,https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vulpix.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/vulpix.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/vulpix.gif,https://play.pokemonshowdown.com/sprites/ani/vulpix.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/vulpix.gif,vulpix.gif,assets/sprites/gif/vulpix.gif
0037,Vulpix,Alolan Vulpix,Vulpix (Alolan Vulpix),https://img.pokemondb.net/sprites/scarlet-violet/icon/vulpix-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vulpix-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/vulpix-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/vulpix-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/vulpix-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/vulpix-alola.gif,vulpix-alolan-vulpix.gif,assets/sprites/gif/vulpix-alolan-vulpix.gif
0038,Ninetales,NA,Ninetales,https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ninetales.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/ninetales.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/ninetales.gif,https://play.pokemonshowdown.com/sprites/ani/ninetales.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/ninetales.gif,ninetales.gif,assets/sprites/gif/ninetales.gif
0038,Ninetales,Alolan Ninetales,Ninetales (Alolan Ninetales),https://img.pokemondb.net/sprites/scarlet-violet/icon/ninetales-alolan.png,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ninetales-alolan.avif,https://img.pokemondb.net/sprites/black-white/anim/normal/ninetales-alolan.gif,https://img.pokemondb.net/sprites/black-white/anim/shiny/ninetales-alolan.gif,https://play.pokemonshowdown.com/sprites/ani/ninetales-alola.gif,https://play.pokemonshowdown.com/sprites/ani-shiny/ninetales-alola.gif,ninetales-alolan-ninetales.gif,assets/sprites/gif/ninetales-alolan-ninetales.gif
